,type,features,metadata.generated,metadata.url,metadata.title,metadata.status,metadata.api,metadata.count
0,FeatureCollection,"[{'type': 'Feature', 'properties': {'mag': 4.36, 'place': '20 km SSE of Waimea, Hawaii', 'time': 1607974071290, 'updated': 1608146933374, 'tz': None, 'url': 'https://earthquake.usgs.gov/earthquakes/eventpage/hv72281637', 'detail': 'https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv72281637.geojson', 'felt': 899, 'cdi': 5.5, 'mmi': 5.809, 'alert': 'green', 'status': 'reviewed', 'tsunami': 0, 'sig': 787, 'net': 'hv', 'code': '72281637', 'ids': ',pt20349001,hv72281637,us7000cr1n,', 'sources': ',pt,hv,us,', 'types': ',dyfi,losspager,origin,phase-data,shakemap,', 'nst': 52, 'dmin': None, 'rms': 0.12, 'gap': 209, 'magType': 'ml', 'type': 'earthquake', 'title': 'M 4.4 - 20 km SSE of Waimea, Hawaii'}, 'geometry': {'type': 'Point', 'coordinates': [-155.568, 19.865, 24.59]}, 'id': 'hv72281637'}]",1608234099000,https://earthquake.usgs.gov/earthquakes/feed/v1.0/summary/significant_week.geojson,"USGS Significant Earthquakes, Past Week",200,1.10.3,1
